LSOA code,Total Crimes,2019,2020,2021,2022,2023,Average Crimes 2019-2023,sum,Crime Rate (Average Crimes/residents*1000)
E01002428,407,81,84,97,68,77,81.4,1566,51.98
E01002434,432,81,100,83,58,110,86.4,1329,65.01
E01002438,481,83,130,81,115,72,96.2,1442,66.71
E01002448,1265,228,277,275,245,240,253.0,2152,117.57
E01002454,752,178,168,160,131,115,150.4,1920,78.33
E01002464,376,71,88,58,87,72,75.2,1619,46.45
E01002465,525,104,117,135,86,83,105.0,1714,61.26
E01002484,449,66,102,96,94,91,89.8,1428,62.89
E01002485,1448,334,368,304,245,197,289.6,2031,142.59
E01002490,1289,275,321,214,233,246,257.8,2138,120.58
E01002494,467,88,110,105,73,91,93.4,1802,51.83
E01002497,2198,431,432,380,421,534,439.6,2480,177.26
E01002498,577,112,135,136,133,61,115.4,1414,81.61
E01002529,1350,283,322,228,252,265,270.0,2537,106.42
E01002530,1146,263,254,247,186,196,229.2,1790,128.04
E01002531,718,129,163,97,167,162,143.6,1679,85.53
E01002532,1381,332,358,323,263,105,276.2,4174,66.17
E01002535,1944,482,401,352,359,350,388.8,2188,177.7
E01002536,424,94,97,84,76,73,84.8,1327,63.9
E01002537,797,171,197,158,126,145,159.4,2485,64.14
E01002545,1027,229,221,215,180,182,205.4,1495,137.39
E01002548,1099,243,246,247,203,160,219.8,2120,103.68
E01002550,699,145,169,137,121,127,139.8,1847,75.69
E01002553,793,159,162,170,174,128,158.6,1760,90.11
E01002554,4373,1080,1041,946,1035,271,874.6,4384,199.5
E01002557,1002,190,223,165,185,239,200.4,2077,96.49
E01002558,1243,257,267,207,256,256,248.6,2198,113.1
E01002564,1333,306,297,245,233,252,266.6,1896,140.61
E01002568,1493,297,412,349,327,108,298.6,3741,79.82
E01002570,1630,337,254,297,305,437,326.0,1620,201.23
E01002573,926,201,198,136,191,200,185.2,1548,119.64
E01002575,736,147,158,137,152,142,147.2,1617,91.03
E01002577,845,165,186,136,187,171,169.0,1660,101.81
E01002578,875,172,183,148,158,214,175.0,1547,113.12
E01002580,840,206,158,142,184,150,168.0,1451,115.78
E01002582,806,167,230,131,136,142,161.2,1662,96.99
E01002598,2410,389,410,415,509,687,482.0,1928,250.0
E01002599,650,115,143,161,111,120,130.0,1577,82.44
E01002603,1014,199,268,221,183,143,202.8,1947,104.16
E01002613,899,149,163,138,261,188,179.8,1923,93.5
E01002615,1454,233,395,259,294,273,290.8,1624,179.06
E01002629,1538,271,258,281,366,362,307.6,2685,114.56
E01002632,774,160,115,148,178,173,154.8,1918,80.71
E01002633,1451,326,312,282,269,262,290.2,2229,130.19
E01002634,1112,291,211,214,177,219,222.4,1766,125.93
E01002636,664,146,162,141,134,81,132.8,2125,62.49
E01002637,1832,250,325,275,336,646,366.4,1908,192.03
E01002641,2724,572,426,542,572,612,544.8,2693,202.3
E01002642,2897,708,652,538,716,283,579.4,3706,156.34
E01002645,1545,338,386,303,274,244,309.0,2258,136.85
E01002646,1121,208,285,243,183,202,224.2,2323,96.51
E01002652,688,107,105,82,183,211,137.6,1918,71.74
E01002655,649,153,157,121,118,100,129.8,1866,69.56
E01002658,266,36,61,47,59,63,53.2,1346,39.52
E01002659,370,79,92,62,97,40,74.0,1459,50.72
E01002662,2798,784,686,674,481,173,559.6,2510,222.95
E01002669,923,178,230,182,163,170,184.6,1912,96.55
E01002671,320,64,72,61,64,59,64.0,1847,34.65
E01002693,2143,432,386,392,407,526,428.6,1792,239.17
E01002695,2233,419,328,360,559,567,446.6,1476,302.57
E01002697,1679,374,367,354,362,222,335.8,1964,170.98
E01002708,1465,269,336,257,261,342,293.0,2116,138.47
E01002725,507,107,68,73,132,127,101.4,1359,74.61
E01002726,2501,525,506,439,565,466,500.2,1712,292.17
E01002729,1243,317,261,232,226,207,248.6,1497,166.07
E01002730,1237,289,284,264,239,161,247.4,1755,140.97
E01002734,7173,1208,1208,1194,1503,2060,1434.6,2366,606.34
E01002741,997,162,222,249,204,160,199.4,1535,129.9
E01002743,460,109,161,100,68,22,92.0,1523,60.41
E01002745,823,197,210,154,139,123,164.6,1409,116.82
E01002762,1398,246,311,300,279,262,279.6,1871,149.44
E01002771,1459,256,456,334,201,212,291.8,1548,188.5
E01002772,2543,424,548,456,558,557,508.6,1886,269.67
E01002790,889,148,217,160,170,194,177.8,1412,125.92
E01002793,1263,239,288,230,238,268,252.6,1845,136.91
E01002798,1459,370,350,309,268,162,291.8,1977,147.6
E01002800,897,226,230,133,141,167,179.4,1298,138.21
E01002803,2900,915,660,615,540,170,580.0,3215,180.4
E01002806,1018,163,207,233,185,230,203.6,1645,123.77
E01002808,1519,197,353,316,309,344,303.8,1915,158.64
E01002825,1528,385,304,294,321,224,305.6,1785,171.2
E01002838,411,85,110,76,88,52,82.2,913,90.03
E01002846,578,113,134,129,109,93,115.6,1292,89.47
E01002849,582,127,108,117,106,124,116.4,1542,75.49
E01002851,1632,337,351,312,357,275,326.4,1340,243.58
E01002854,1446,283,321,311,300,231,289.2,1103,262.19
E01002861,842,217,142,161,161,161,168.4,1254,134.29
E01002863,611,146,143,103,102,117,122.2,1114,109.69
E01002868,430,83,106,109,75,57,86.0,1355,63.47
E01002875,452,107,108,80,73,84,90.4,1260,71.75
E01002876,1005,220,238,181,160,206,201.0,1830,109.84
E01002883,1693,452,317,338,353,233,338.6,1476,229.4
E01002885,1032,210,207,179,239,197,206.4,1317,156.72
E01002894,1234,249,219,226,287,253,246.8,1318,187.25
E01002895,880,256,207,166,186,65,176.0,1145,153.71
E01002901,837,193,203,199,139,103,167.4,1041,160.81
E01002904,569,121,148,109,92,99,113.8,1294,87.94
E01002905,1527,214,295,237,363,418,305.4,1672,182.66
E01002909,1219,192,222,257,294,254,243.8,2133,114.3
E01002919,1245,247,237,248,248,265,249.0,1990,125.13
E01002924,215,51,49,49,28,38,43.0,1546,27.81
E01002927,488,103,126,102,69,88,97.6,1681,58.06
E01002934,343,67,68,59,47,102,68.6,1899,36.12
E01002938,540,102,132,89,101,116,108.0,2001,53.97
E01002945,500,93,126,95,123,63,100.0,1572,63.61
E01002954,861,191,157,148,172,193,172.2,1374,125.33
E01002955,570,103,122,163,91,91,114.0,1501,75.95
E01002958,249,63,62,40,32,52,49.8,1738,28.65
E01002962,430,83,83,78,90,96,86.0,1612,53.35
E01002967,695,138,191,144,110,112,139.0,1860,74.73
E01002968,15076,3178,2594,2819,3239,3246,3015.2,2908,1036.86
E01002970,985,244,250,192,170,129,197.0,1806,109.08
E01002972,1119,226,299,205,200,189,223.8,2052,109.06
E01002980,227,49,66,38,40,34,45.4,1407,32.27
E01002987,3013,664,557,508,642,642,602.6,1897,317.66
E01002999,517,102,96,93,112,114,103.4,1535,67.36
E01003005,352,56,67,85,76,68,70.4,1543,45.63
E01003007,401,72,121,85,64,59,80.2,1626,49.32
E01003009,520,107,130,93,95,95,104.0,2056,50.58
E01003016,3872,917,788,870,713,584,774.4,1203,643.72
E01003018,1972,445,454,367,379,327,394.4,2020,195.25
E01003025,920,155,199,223,184,159,184.0,2046,89.93
E01003029,666,121,133,113,146,153,133.2,1828,72.87
E01003032,1468,263,307,281,285,332,293.6,1722,170.5
E01003037,1632,385,304,264,279,400,326.4,1443,226.2
E01003050,1466,275,255,221,455,260,293.2,1586,184.87
E01003058,1864,380,461,423,353,247,372.8,1979,188.38
E01003059,1163,270,262,209,237,185,232.6,2213,105.11
E01003062,1299,269,270,248,268,244,259.8,1834,141.66
E01003064,544,104,120,130,99,91,108.8,1464,74.32
E01003075,809,181,206,192,153,77,161.8,1716,94.29
E01003078,665,105,147,135,123,155,133.0,1627,81.75
E01003081,1227,245,246,248,247,241,245.4,1858,132.08
E01003094,772,144,201,188,115,124,154.4,1482,104.18
E01003101,551,121,77,75,106,172,110.2,1432,76.96
E01003105,999,192,233,206,222,146,199.8,1704,117.25
E01003107,1094,209,298,217,162,208,218.8,1852,118.14
E01003113,2009,384,557,440,358,270,401.8,1798,223.47
E01003114,2156,426,499,404,372,455,431.2,2423,177.96
E01003118,2092,500,435,373,358,426,418.4,1863,224.58
E01003121,537,92,131,125,120,69,107.4,1569,68.45
E01003122,965,160,228,197,161,219,193.0,1905,101.31
E01003125,822,146,209,187,179,101,164.4,1781,92.31
E01003127,1356,300,388,295,213,160,271.2,2093,129.57
E01003139,745,148,166,136,146,149,149.0,1529,97.45
E01003140,338,63,88,63,56,68,67.6,1506,44.89
E01003148,605,122,174,155,83,71,121.0,1837,65.87
E01003149,485,87,94,105,113,86,97.0,1755,55.27
E01003150,952,186,223,154,167,222,190.4,1942,98.04
E01003152,1048,223,288,221,177,139,209.6,1906,109.97
E01003154,1051,200,311,231,163,146,210.2,1997,105.26
E01003156,402,65,82,61,89,105,80.4,1597,50.34
E01003158,501,77,160,90,80,94,100.2,1624,61.7
E01003162,613,131,134,123,110,115,122.6,1857,66.02
E01003163,539,107,144,130,93,65,107.8,1597,67.5
E01003165,397,45,78,65,100,109,79.4,1644,48.3
E01003172,985,167,255,240,218,105,197.0,1945,101.29
E01003174,593,118,98,114,114,149,118.6,2039,58.17
E01003180,848,156,169,152,183,188,169.6,1602,105.87
E01003182,1272,226,333,261,259,193,254.4,1788,142.28
E01003184,586,126,145,118,115,82,117.2,1422,82.42
E01003185,924,193,223,186,175,147,184.8,1930,95.75
E01003189,873,173,186,195,172,147,174.6,1766,98.87
E01003190,1884,239,373,297,464,511,376.8,2318,162.55
E01003197,952,204,176,150,215,207,190.4,1657,114.91
E01003205,467,87,114,113,84,69,93.4,1392,67.1
E01003209,762,178,168,134,140,142,152.4,1895,80.42
E01003211,1137,229,344,213,189,162,227.4,1561,145.68
E01003226,708,133,153,140,119,163,141.6,1838,77.04
E01003228,657,103,151,111,171,121,131.4,1578,83.27
E01003230,656,111,154,105,127,159,131.2,1997,65.7
E01003250,1662,338,486,444,307,87,332.4,4552,73.02
E01003257,650,140,155,140,121,94,130.0,1602,81.15
E01003264,691,154,166,114,144,113,138.2,1638,84.37
E01003265,917,146,205,171,184,211,183.4,1645,111.49
E01003266,748,146,171,144,163,124,149.6,1724,86.77
E01003269,613,113,161,139,105,95,122.6,1604,76.43
E01003270,494,87,88,109,97,113,98.8,1643,60.13
E01003272,1167,241,280,287,162,197,233.4,1991,117.23
E01003273,439,92,123,83,66,75,87.8,1507,58.26
E01003275,712,137,122,150,166,137,142.4,1698,83.86
E01003277,491,97,134,99,64,97,98.2,1674,58.66
E01003278,1277,329,302,225,205,216,255.4,2084,122.55
E01003280,631,85,142,141,161,102,126.2,1645,76.72
E01003285,1020,170,187,133,172,358,204.0,1751,116.5
E01003286,1167,260,252,248,214,193,233.4,1736,134.45
E01003291,2127,426,377,467,436,421,425.4,1544,275.52
E01003293,1419,293,332,311,303,180,283.8,1569,180.88
E01003301,969,164,175,165,234,231,193.8,2634,73.58
E01003312,683,119,161,91,162,150,136.6,1756,77.79
E01003313,996,183,175,183,229,226,199.2,1571,126.8
E01003321,1187,220,249,312,236,170,237.4,1748,135.81
E01003326,906,179,182,185,164,196,181.2,1815,99.83
E01003327,1555,300,352,319,293,291,311.0,1630,190.8
E01003337,1006,169,238,238,164,197,201.2,1434,140.31
E01003338,1529,362,388,273,289,217,305.8,2028,150.79
E01003339,831,189,218,169,132,123,166.2,1690,98.34
E01003349,457,95,97,89,79,97,91.4,1544,59.2
E01003351,871,162,176,168,168,197,174.2,1689,103.14
E01003352,1362,252,294,266,251,299,272.4,2289,119.0
E01003358,789,146,120,74,178,271,157.8,1792,88.06
E01003369,530,99,114,104,117,96,106.0,1641,64.59
E01003379,1471,265,302,265,329,310,294.2,2027,145.14
E01003397,471,73,104,86,90,118,94.2,1523,61.85
E01003404,345,51,80,80,79,55,69.0,1830,37.7
E01003420,266,43,56,35,61,71,53.2,1483,35.87
E01003424,346,54,105,60,68,59,69.2,1533,45.14
E01003435,908,147,226,176,197,162,181.6,2127,85.38
E01003441,786,144,150,149,162,181,157.2,1898,82.82
E01003445,533,106,103,114,92,118,106.6,1809,58.93
E01003448,946,164,210,196,251,125,189.2,2303,82.15
E01003457,412,87,112,80,58,75,82.4,1630,50.55
E01003462,318,70,92,48,45,63,63.6,1419,44.82
E01003467,407,84,76,94,83,70,81.4,1767,46.07
E01003471,1105,243,254,237,218,153,221.0,1723,128.26
E01003481,1200,228,264,219,214,275,240.0,1479,162.27
E01003486,2197,328,372,434,493,570,439.4,1205,364.65
E01003493,1192,253,233,265,341,100,238.4,3354,71.08
E01003494,704,109,168,158,119,150,140.8,2115,66.57
E01003497,2481,491,479,391,541,579,496.2,1652,300.36
E01003500,1411,281,310,236,298,286,282.2,2047,137.86
E01003503,2090,351,378,413,456,492,418.0,2882,145.04
E01003509,606,96,138,73,121,178,121.2,2064,58.72
E01003511,505,74,115,83,109,124,101.0,1924,52.49
E01003515,2086,483,390,381,411,421,417.2,2111,197.63
E01003516,1028,215,224,206,184,199,205.6,1889,108.84
E01003517,1462,356,353,284,218,251,292.4,1884,155.2
E01003519,542,87,142,106,135,72,108.4,1619,66.95
E01003523,2258,353,521,418,537,429,451.6,2466,183.13
E01003527,1616,326,430,376,261,223,323.2,1827,176.9
E01003530,494,80,149,90,90,85,98.8,1893,52.19
E01003531,1758,355,447,355,330,271,351.6,2253,156.06
E01003534,887,196,224,182,193,92,177.4,2323,76.37
E01003541,772,130,165,137,162,178,154.4,2022,76.36
E01003553,1594,317,290,301,333,353,318.8,2021,157.74
E01003560,575,110,125,126,115,99,115.0,1676,68.62
E01003566,2063,388,435,421,409,410,412.6,1962,210.3
E01003568,511,84,131,100,112,84,102.2,2586,39.52
E01003569,3450,675,788,658,648,681,690.0,2464,280.03
E01003571,999,212,224,173,204,186,199.8,2280,87.63
E01003572,880,188,285,189,112,106,176.0,1673,105.2
E01003574,962,181,215,180,192,194,192.4,2546,75.57
E01003582,987,174,200,203,213,197,197.4,1599,123.45
E01003591,1666,320,349,272,332,393,333.2,2255,147.76
E01003598,1028,201,258,216,158,195,205.6,1893,108.61
E01003602,945,206,222,226,149,142,189.0,2187,86.42
E01003604,1055,191,208,193,229,234,211.0,2292,92.06
E01003621,699,132,201,143,105,118,139.8,1652,84.62
E01003638,1143,253,262,255,211,162,228.6,1906,119.94
E01003640,860,165,170,170,185,170,172.0,1958,87.84
E01003653,1583,284,282,341,326,350,316.6,2163,146.37
E01003660,378,51,122,54,81,70,75.6,1772,42.66
E01003670,378,58,107,75,70,68,75.6,1532,49.35
E01003672,526,93,132,89,110,102,105.2,1697,61.99
E01003673,759,138,169,169,145,138,151.8,1921,79.02
E01003683,656,109,143,177,122,105,131.2,2185,60.05
E01003688,1202,252,233,253,270,194,240.4,1842,130.51
E01003689,7675,1569,1354,1349,1529,1874,1535.0,2230,688.34
E01003690,2898,479,559,571,681,608,579.6,2155,268.96
E01003691,498,105,102,85,85,121,99.6,1608,61.94
E01003699,800,175,245,157,109,114,160.0,1554,102.96
E01003701,1298,144,268,208,299,379,259.6,2053,126.45
E01003711,874,172,193,155,176,178,174.8,1912,91.42
E01003718,805,157,197,194,131,126,161.0,2003,80.38
E01003719,1612,300,346,345,347,274,322.4,2402,134.22
E01003721,851,132,210,173,206,130,170.2,1895,89.82
E01003736,581,115,103,107,136,120,116.2,2037,57.04
E01003744,257,48,62,57,47,43,51.4,1454,35.35
E01003747,205,45,56,38,26,40,41.0,1361,30.12
E01003749,383,95,85,89,48,66,76.6,1765,43.4
E01003754,546,102,114,130,104,96,109.2,1722,63.41
E01003758,1178,253,268,299,269,89,235.6,3052,77.2
E01003784,742,127,141,155,154,165,148.4,2007,73.94
E01003790,619,111,151,127,122,108,123.8,1498,82.64
E01003804,478,91,103,75,106,103,95.6,1905,50.18
E01003807,1309,274,301,215,247,272,261.8,1967,133.1
E01003808,563,82,125,96,123,137,112.6,1886,59.7
E01003820,556,105,122,104,120,105,111.2,2030,54.78
E01003832,871,190,211,169,168,133,174.2,1487,117.15
E01003839,756,133,169,173,139,142,151.2,2282,66.26
E01003843,720,113,134,142,166,165,144.0,2215,65.01
E01003854,888,170,192,163,178,185,177.6,1418,125.25
E01003864,689,172,190,130,91,106,137.8,1464,94.13
E01003873,1622,406,269,261,357,329,324.4,1632,198.77
E01003876,6104,1238,1172,1082,1242,1370,1220.8,1866,654.23
E01003878,642,89,144,154,119,136,128.4,1469,87.41
E01003885,750,137,231,144,124,114,150.0,1541,97.34
E01003887,758,190,171,120,136,141,151.6,1797,84.36
E01003901,341,63,89,67,66,56,68.2,1790,38.1
E01003908,781,192,192,188,116,93,156.2,1816,86.01
E01003909,1085,167,227,157,220,314,217.0,1635,132.72
E01003911,568,89,118,98,156,107,113.6,2090,54.35
E01003933,2003,228,274,268,501,732,400.6,2369,169.1
E01003935,1302,325,254,256,207,260,260.4,1284,202.8
E01003939,2615,660,425,389,529,612,523.0,1976,264.68
E01003945,674,144,139,120,129,142,134.8,1736,77.65
E01003951,953,201,233,171,166,182,190.6,1490,127.92
E01003953,1228,235,249,201,284,259,245.6,1910,128.59
E01003955,487,60,113,83,120,111,97.4,1891,51.51
E01003968,297,64,67,62,75,29,59.4,1147,51.79
E01003972,963,196,213,176,166,212,192.6,1469,131.11
E01003977,986,192,224,212,179,179,197.2,1872,105.34
E01003994,2220,520,408,400,445,447,444.0,1828,242.89
E01003997,782,153,129,186,162,152,156.4,1295,120.77
E01003998,787,160,119,107,161,240,157.4,1425,110.46
E01004001,755,143,192,148,127,145,151.0,1769,85.36
E01004003,1267,239,295,199,211,323,253.4,1824,138.93
E01004017,551,107,132,125,119,68,110.2,1642,67.11
E01004018,804,191,225,122,128,138,160.8,1899,84.68
E01004020,717,137,191,162,135,92,143.4,1746,82.13
E01004021,1336,229,280,276,311,240,267.2,2115,126.34
E01004023,2017,404,419,360,360,474,403.4,1649,244.63
E01004029,1204,239,364,289,192,120,240.8,1994,120.76
E01004032,579,110,130,96,87,156,115.8,1498,77.3
E01004034,1438,167,287,340,252,392,287.6,1603,179.41
E01004043,1044,187,240,255,202,160,208.8,1356,153.98
E01004046,629,130,158,134,129,78,125.8,1561,80.59
E01004056,1031,196,248,209,209,169,206.2,2317,88.99
E01004061,1969,590,487,365,369,158,393.8,1657,237.66
E01004065,832,117,129,168,194,224,166.4,1507,110.42
E01004066,1112,261,234,196,193,228,222.4,2091,106.36
E01004067,5711,1245,1073,1061,1150,1182,1142.2,2213,516.13
E01004071,722,97,158,143,179,145,144.4,1527,94.56
E01004074,1215,265,257,275,239,179,243.0,1706,142.44
E01004079,365,70,91,85,67,52,73.0,1391,52.48
E01004080,257,62,56,45,50,44,51.4,1393,36.9
E01004087,255,63,54,37,54,47,51.0,1565,32.59
E01004089,822,149,214,130,124,205,164.4,1345,122.23
E01004090,799,130,203,193,120,153,159.8,1344,118.9
E01004091,257,67,56,54,44,36,51.4,1282,40.09
E01004094,584,108,156,103,114,103,116.8,1865,62.63
E01004097,327,63,80,78,52,54,65.4,1656,39.49
E01004099,1290,247,225,255,256,307,258.0,1615,159.75
E01004100,573,135,145,89,103,101,114.6,1527,75.05
E01004103,552,111,143,103,106,89,110.4,1776,62.16
E01004120,233,36,38,48,56,55,46.6,1514,30.78
E01004121,640,131,117,150,124,118,128.0,1584,80.81
E01004137,1941,369,387,389,408,388,388.2,2560,151.64
E01004138,711,105,175,177,131,123,142.2,1810,78.56
E01004142,6442,1661,1379,1293,1592,517,1288.4,3457,372.69
E01004144,618,129,164,106,111,108,123.6,1770,69.83
E01004145,995,202,219,192,215,167,199.0,2278,87.36
E01004148,906,141,169,171,198,227,181.2,1820,99.56
E01004150,656,137,154,114,110,141,131.2,1985,66.1
E01004151,608,143,151,133,85,96,121.6,1964,61.91
E01004152,931,232,216,162,137,184,186.2,1775,104.9
E01004155,446,94,101,79,94,78,89.2,1908,46.75
E01004156,1372,344,236,248,308,236,274.4,2018,135.98
E01004160,504,112,115,109,77,91,100.8,1650,61.09
E01004171,420,71,106,90,72,81,84.0,1608,52.24
E01004176,777,146,162,187,156,126,155.4,1525,101.9
E01004181,338,65,77,69,68,59,67.6,1734,38.99
E01004185,1271,227,300,273,223,248,254.2,2116,120.13
E01004190,224,32,50,37,58,47,44.8,1386,32.32
E01004195,763,154,175,167,147,120,152.6,1697,89.92
E01004199,1215,253,237,288,208,229,243.0,1695,143.36
E01004205,2429,509,596,419,380,525,485.8,2203,220.52
E01004206,1486,342,301,245,261,337,297.2,1465,202.87
E01004214,663,94,147,123,115,184,132.6,1620,81.85
E01004217,1568,250,407,375,284,252,313.6,2077,150.99
E01004221,1458,245,355,328,283,247,291.6,1975,147.65
E01004222,1667,291,378,320,323,355,333.4,2730,122.12
E01004229,1299,311,285,248,217,238,259.8,1419,183.09
E01004233,567,126,140,79,96,126,113.4,2204,51.45
E01004240,1069,212,300,234,160,163,213.8,1682,127.11
E01004247,2501,540,564,513,505,379,500.2,2640,189.47
E01004248,1007,204,223,183,202,195,201.4,1888,106.67
E01004250,1479,382,366,361,293,77,295.8,3045,97.14
E01004262,2260,613,504,530,464,149,452.0,2227,202.96
E01004267,1928,368,377,320,387,476,385.6,2199,175.35
E01004271,1466,226,285,299,279,377,293.2,2463,119.04
E01004291,1396,295,438,233,236,194,279.2,1911,146.1
E01004292,830,170,230,186,100,144,166.0,1671,99.34
E01004293,3371,922,640,658,640,511,674.2,1988,339.13
E01004308,955,226,223,179,149,178,191.0,1441,132.55
E01004313,1729,255,299,367,414,394,345.8,2125,162.73
E01004316,1310,322,258,249,203,278,262.0,1036,252.9
E01004327,564,93,131,97,136,107,112.8,1506,74.9
E01004334,1323,228,320,281,251,243,264.6,1891,139.93
E01004335,1034,167,240,203,217,207,206.8,1742,118.71
E01004344,1092,202,235,286,205,164,218.4,1904,114.71
E01004345,808,141,186,159,170,152,161.6,1792,90.18
E01004346,1297,215,315,288,239,240,259.4,1795,144.51
E01004348,1689,419,437,256,285,292,337.8,2948,114.59
E01004351,478,90,86,105,111,86,95.6,1645,58.12
E01004356,648,144,137,116,125,126,129.6,1696,76.42
E01004369,631,91,162,84,135,159,126.2,1754,71.95
E01004370,994,178,288,184,132,212,198.8,2106,94.4
E01004378,750,143,183,151,136,137,150.0,1851,81.04
E01004383,508,99,97,95,105,112,101.6,1687,60.23
E01004394,839,138,207,239,144,111,167.8,2004,83.73
E01004402,613,76,168,157,107,105,122.6,1873,65.46
E01004404,1345,227,387,243,247,241,269.0,2853,94.29
E01004406,1050,216,299,193,176,166,210.0,1846,113.76
E01004411,1253,231,252,242,258,270,250.6,1981,126.5
E01004412,979,165,227,196,208,183,195.8,1788,109.51
E01004417,751,144,166,166,129,146,150.2,1887,79.6
E01004418,647,130,168,134,98,117,129.4,1780,72.7
E01004425,1195,231,293,237,196,238,239.0,1991,120.04
E01004430,3785,613,748,706,725,993,757.0,2674,283.1
E01004446,984,197,331,232,129,95,196.8,2668,73.76
E01004455,2463,340,441,392,646,644,492.6,1793,274.74
E01004456,1567,279,280,307,368,333,313.4,1685,185.99
E01004460,2151,430,477,465,389,390,430.2,2047,210.16
E01004463,612,118,149,139,105,101,122.4,2048,59.77
E01004464,1194,166,228,242,308,250,238.8,1729,138.11
E01004470,1176,228,332,231,212,173,235.2,1670,140.84
E01004476,1169,278,149,148,247,347,233.8,1813,128.96
E01004477,561,68,133,124,113,123,112.2,1659,67.63
E01004480,488,99,100,126,91,72,97.6,1722,56.68
E01004495,955,104,235,245,208,163,191.0,1585,120.5
E01004498,625,112,139,119,135,120,125.0,1685,74.18
E01004499,469,89,99,102,79,100,93.8,1611,58.22
E01004507,958,143,201,190,197,227,191.6,2585,74.12
E01004508,1078,174,266,188,225,225,215.6,2002,107.69
E01004513,1514,282,337,268,302,325,302.8,1931,156.81
E01004514,1061,189,218,224,224,206,212.2,1822,116.47
E01004516,835,177,184,205,129,140,167.0,1746,95.65
E01004519,585,92,150,106,127,110,117.0,1760,66.48
E01004521,692,153,149,104,181,105,138.4,2036,67.98
E01004528,1176,267,282,230,180,217,235.2,1653,142.29
E01004531,296,52,109,52,45,38,59.2,1762,33.6
E01004532,235,57,65,32,39,42,47.0,1441,32.62
E01004534,1612,295,405,398,311,203,322.4,1921,167.83
E01004557,493,86,113,97,90,107,98.6,1727,57.09
E01004564,937,164,184,198,182,209,187.4,1872,100.11
E01004576,549,90,110,73,108,168,109.8,1606,68.37
E01004589,570,103,111,129,99,128,114.0,1796,63.47
E01004591,1521,263,326,312,268,352,304.2,1901,160.02
E01004595,572,117,147,108,85,115,114.4,1801,63.52
E01004596,278,55,81,60,19,63,55.6,1617,34.38
E01004600,2579,621,580,603,572,203,515.8,3144,164.06
E01004601,904,174,240,166,151,173,180.8,2465,73.35
E01004602,884,155,233,190,139,167,176.8,1649,107.22
E01004609,4299,977,836,787,893,806,859.8,2136,402.53
E01004614,1064,233,216,268,204,143,212.8,1970,108.02
E01004615,884,122,179,185,199,199,176.8,1645,107.48
E01004616,571,102,97,119,130,123,114.2,1898,60.17
E01004618,580,228,114,96,83,59,116.0,1510,76.82
E01004628,795,157,179,166,140,153,159.0,2341,67.92
E01004635,543,113,118,135,92,85,108.6,1660,65.42
E01004645,882,142,249,155,155,181,176.4,2113,83.48
E01004646,538,129,100,113,93,103,107.6,1723,62.45
E01004656,1871,409,474,373,322,293,374.2,1966,190.34
E01004658,4098,1080,635,634,765,984,819.6,1522,538.5
E01004660,1855,454,345,258,344,454,371.0,1431,259.26
E01004663,1905,372,417,383,338,395,381.0,1416,269.07
E01004669,541,58,98,82,111,192,108.2,1719,62.94
E01004674,2142,410,575,548,374,235,428.4,1902,225.24
E01004681,1651,280,299,268,310,494,330.2,1837,179.75
E01004692,1125,235,218,198,250,224,225.0,1026,219.3
E01004701,466,43,51,51,120,201,93.2,1543,60.4
E01004705,581,117,136,110,127,91,116.2,1245,93.33
E01004708,772,161,189,142,156,124,154.4,1540,100.26
E01004710,1457,285,310,280,333,249,291.4,1952,149.28
E01004715,2604,634,505,494,469,502,520.8,1805,288.53
E01004727,3631,753,531,622,737,988,726.2,1546,469.73
E01004738,694,136,223,144,161,30,138.8,1239,112.03
E01004749,3940,902,927,685,732,694,788.0,2185,360.64
E01004751,638,167,171,124,117,59,127.6,1712,74.53
E01004757,1155,247,309,241,191,167,231.0,1657,139.41
E01004762,5385,1192,701,774,1301,1417,1077.0,1549,695.29
E01032569,988,146,192,231,218,201,197.6,1790,110.39
E01032572,907,155,215,152,188,197,181.4,1610,112.67
E01032742,1164,206,227,197,256,278,232.8,1767,131.75
E01032766,1548,286,357,412,355,138,309.6,3291,94.07
E01032768,597,98,230,118,102,49,119.4,1322,90.32
E01032769,1979,370,472,418,315,404,395.8,1337,296.04
E01032770,334,42,49,68,48,127,66.8,2125,31.44
E01032774,841,128,165,172,156,220,168.2,1802,93.34
E01032777,792,145,182,151,151,163,158.4,1277,124.04
E01032778,1530,311,435,415,278,91,306.0,3825,80.0
E01032787,1474,281,317,307,298,271,294.8,2452,120.23
E01032789,609,134,157,107,82,129,121.8,1202,101.33
E01032803,847,204,195,151,136,161,169.4,1506,112.48
E01033000,1318,225,254,253,252,334,263.6,1752,150.46
E01033030,1575,206,244,337,285,503,315.0,1852,170.09
E01033082,687,97,168,124,111,187,137.4,1260,109.05
E01033083,5119,1002,756,729,1087,1545,1023.8,2217,461.8
E01033084,2103,511,576,369,335,312,420.6,1975,212.96
E01033100,1407,186,359,357,282,223,281.4,1869,150.56
E01033101,1094,236,303,313,183,59,218.8,2791,78.39
E01033132,1390,151,267,269,273,430,278.0,2037,136.48
E01033135,262,51,84,52,22,53,52.4,1188,44.11
E01033146,729,125,135,152,177,140,145.8,1538,94.8
E01033322,665,117,195,119,93,141,133.0,1257,105.81
E01033341,853,189,133,136,207,188,170.6,1326,128.66
E01033455,852,166,186,145,173,182,170.4,1144,148.95
